tail,head,edge_weight,edge_type
Q13838,Q15717,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,O95793,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,Q09028,2.01E-01,MI:0401 (biochemical)
Q13838,Q9NYF8,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,Q96HA8,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q13838,Q92597,2.01E-01,MI:0401 (biochemical)
Q13838,P06730,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
Q13838,P82979,7.50E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)|SPIKE
Q13838,P04629,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,P04350,7.04E-01,MI:0398 (two hybrid pooling approach)|SPIKE
Q13838,Q8WVV9,7.50E-01,MI:0018 (two hybrid)|SPIKE
Q13838,Q00987,4.92E-01,MI:0096 (pull down)
Q13838,Q9NWF9,4.74E-01,SPIKE
Q13838,P62081,2.01E-01,MI:0401 (biochemical)
Q13838,Q86W42,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|MI:0401 (biochemical)
Q13838,P62244,7.50E-01,MI:0018 (two hybrid)|SPIKE
Q13838,Q9BRP8,2.01E-01,MI:0401 (biochemical)
Q13838,Q9UKY1,7.50E-01,MI:0018 (two hybrid)|SPIKE
Q13838,Q96J01,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|MI:0401 (biochemical)
Q13838,Q9NRL3,7.50E-01,MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
Q13838,P38919,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)
Q13838,Q99459,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,Q8NI27,7.50E-01,MI:0401 (biochemical)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q13838,P26651,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q13838,P26368,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,O15360,2.80E-01,MI:0018 (two hybrid)
Q13838,P22695,2.01E-01,MI:0401 (biochemical)
Q13838,Q9H2X6,7.50E-01,MI:0018 (two hybrid)|SPIKE
Q13838,Q05086,2.01E-01,MI:0401 (biochemical)
Q13838,P07437,4.74E-01,SPIKE
Q13838,Q8WXA9,3.11E-01,MI:0004 (affinity chromatography technology)
A6H8Z2,P60410,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
A6H8Z2,Q8IYE1,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
A6H8Z2,A8MQ03,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
A6H8Z2,Q5T749,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
A6H8Z2,Q5TA81,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
A6H8Z2,Q9BRK4,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
A6H8Z2,Q86XT4,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
A6H8Z2,Q92764,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
A6H8Z2,Q5JST6,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
O00212,Q9H425,3.11E-01,MI:0004 (affinity chromatography technology)
O00212,Q13177,4.74E-01,SPIKE
O00212,Q13153,4.74E-01,SPIKE
O00212,O75914,4.74E-01,SPIKE
O00212,P51805,4.31E-01,KEGG binding/association
O00212,Q3MIX3,4.08E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)
O00212,Q9P286,4.74E-01,SPIKE
O00212,O15031,3.11E-01,MI:0004 (affinity chromatography technology)
O00212,Q92730,6.50E-01,KEGG inhibition
O00212,Q9HCM2,4.31E-01,KEGG binding/association
O00212,Q9UIW2,7.50E-01,KEGG binding/association|MI:0096 (pull down)
O00212,Q9P2R3,7.50E-01,MI:0018 (two hybrid)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
O00212,Q9Y4D1,3.11E-01,MI:0004 (affinity chromatography technology)
O00212,Q14623,4.08E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)
O00212,O96013,4.74E-01,SPIKE
O00212,Q9BVS5,3.11E-01,MI:0004 (affinity chromatography technology)
O00212,O60879,3.11E-01,MI:0004 (affinity chromatography technology)
O00212,Q9NQU5,4.74E-01,SPIKE
O00212,O75051,4.31E-01,KEGG binding/association
O00212,O60610,3.11E-01,MI:0004 (affinity chromatography technology)
O00212,O15182,3.11E-01,MI:0004 (affinity chromatography technology)
O00212,P11277,3.11E-01,MI:0004 (affinity chromatography technology)
O00212,Q6DKK2,3.11E-01,MI:0004 (affinity chromatography technology)
O00212,P01112,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
O00212,P07550,7.34E-01,MI:0090 (protein complementation assay)
O00212,P57721,3.11E-01,MI:0004 (affinity chromatography technology)
P03891,P03915,4.74E-01,SPIKE
P03891,O00483,4.74E-01,SPIKE
P03891,P03905,4.74E-01,SPIKE
P03891,Q16795,4.74E-01,SPIKE
P03891,O96000,4.74E-01,SPIKE
P03891,P03923,4.74E-01,SPIKE
P03891,O00217,4.74E-01,SPIKE
P03891,P03886,4.74E-01,SPIKE
P03891,O95182,4.74E-01,SPIKE
P03891,O95168,4.74E-01,SPIKE
P03891,O95169,4.74E-01,SPIKE
P03891,O95167,4.74E-01,SPIKE
P03891,Q15831,4.08E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)
P03891,O14561,4.74E-01,SPIKE
P03891,O43674,4.74E-01,SPIKE
P03891,O43677,4.74E-01,SPIKE
P03891,O43676,4.74E-01,SPIKE
P03891,O43678,4.74E-01,SPIKE
P03891,Q9NPL8,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P03891,Q96TA2,3.11E-01,MI:0004 (affinity chromatography technology)
P03891,Q86Y39,7.50E-01,SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P03891,O15239,4.74E-01,SPIKE
P03891,Q05586,3.11E-01,MI:0004 (affinity chromatography technology)
P03891,O75251,4.74E-01,SPIKE
P03891,P03901,4.74E-01,SPIKE
P03891,O75438,4.74E-01,SPIKE
P03891,P51970,4.74E-01,SPIKE
P03891,P12931,7.50E-01,MI:0018 (two hybrid)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P03891,O95139,4.74E-01,SPIKE
P03891,P17568,4.74E-01,SPIKE
P03891,O95178,4.74E-01,SPIKE
P03891,Q9UI09,4.74E-01,SPIKE
P03891,Q9Y6M9,4.74E-01,SPIKE
P03891,Q8IWL3,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
P03891,Q9NX14,4.74E-01,SPIKE
P03891,O95298,4.74E-01,SPIKE
P03891,O95299,4.74E-01,SPIKE
P03891,Q9P0J0,4.74E-01,SPIKE
P03891,P56556,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|SPIKE
P03891,P03897,4.74E-01,SPIKE
P48960,Q8NG31,3.11E-01,MI:0004 (affinity chromatography technology)
P48960,P12931,7.50E-01,MI:0081 (peptide array)|SPIKE
P48960,Q5T3F8,3.11E-01,MI:0004 (affinity chromatography technology)
P48960,Q9Y3E0,3.11E-01,MI:0004 (affinity chromatography technology)
P48960,Q92754,2.80E-01,MI:0018 (two hybrid)
P48960,Q14103,2.80E-01,MI:0018 (two hybrid)
P48960,Q8WVE6,3.11E-01,MI:0004 (affinity chromatography technology)
P48960,Q92633,3.11E-01,MI:0004 (affinity chromatography technology)
P48960,Q8IZH2,2.80E-01,MI:0018 (two hybrid)
P03897,P03915,4.74E-01,SPIKE
P03897,O00483,4.74E-01,SPIKE
P03897,P03905,4.74E-01,SPIKE
P03897,Q16795,4.74E-01,SPIKE
P03897,O96000,4.74E-01,SPIKE
P03897,P03923,4.74E-01,SPIKE
P03897,O00217,4.74E-01,SPIKE
P03897,P03886,4.74E-01,SPIKE
P03897,O95182,4.74E-01,SPIKE
P03897,O95168,4.74E-01,SPIKE
P03897,O95169,4.74E-01,SPIKE
P03897,O95167,4.74E-01,SPIKE
P03897,O14561,4.74E-01,SPIKE
P03897,O43674,4.74E-01,SPIKE
P03897,O43677,4.74E-01,SPIKE
P03897,O43676,4.74E-01,SPIKE
P03897,O43678,4.74E-01,SPIKE
P03897,Q86Y39,4.74E-01,SPIKE
P03897,O15239,4.74E-01,SPIKE
P03897,O75251,4.74E-01,SPIKE
P03897,P03901,4.74E-01,SPIKE
P03897,O75438,4.74E-01,SPIKE
P03897,P51970,4.74E-01,SPIKE
P03897,P03891,4.74E-01,SPIKE
P03897,O95139,4.74E-01,SPIKE
P03897,P17568,4.74E-01,SPIKE
P03897,O95178,4.74E-01,SPIKE
P03897,Q9UI09,4.74E-01,SPIKE
P03897,Q9Y6M9,4.74E-01,SPIKE
P03897,Q9NX14,4.74E-01,SPIKE
P03897,O95298,4.74E-01,SPIKE
P03897,O95299,4.74E-01,SPIKE
P03897,Q9P0J0,4.74E-01,SPIKE
P03897,P56556,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|SPIKE
P02768,P08779,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q01432,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q7Z392,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P55899,7.50E-01,MI:0107 (surface plasmon resonance)|MI:0096 (pull down)|MI:0401 (biochemical)
P02768,Q9H6Q3,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P20933,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P35219,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q9UBS0,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q9BUN8,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,A0A087WW87,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q9UBS5,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q8WZ42,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9H0W5,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,P35527,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q14524,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q96BK5,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,P10124,4.74E-01,SPIKE
P02768,P06396,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9P0X4,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P02790,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q8NHM4,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q8TAG9,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9GZM6,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9H6Z4,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9UQC9,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P02786,7.50E-01,MI:0807 (comigration in gel electrophoresis)|MI:0096 (pull down)
P02768,Q9NPJ6,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,P02775,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O00716,4.92E-01,MI:0096 (pull down)
P02768,P25067,4.92E-01,MI:0096 (pull down)
P02768,Q6ZMN7,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P55318,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P02768,Q13043,3.90E-01,MI:0676 (tandem affinity purification)
P02768,P02787,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
P02768,P19827,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P07711,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P01834,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q8TDY8,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O75112,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O00418,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q9UPY3,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P61981,7.50E-01,MI:0019 (coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9H0R8,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P02768,P11532,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P69905,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,O60239,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P05067,4.92E-01,MI:0096 (pull down)
P02768,Q68DD2,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P04259,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q15758,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O00482,2.80E-01,MI:0018 (two hybrid)
P02768,O43504,2.80E-01,MI:0018 (two hybrid)
P02768,P02760,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q04118,4.92E-01,MI:0096 (pull down)
P02768,P02765,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P02766,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P47893,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9UKG9,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q8TDN4,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P14136,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q562F6,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q9GZU2,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P25788,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q9NZJ4,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q86YC2,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P02671,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q16891,2.80E-01,MI:0018 (two hybrid)
P02768,P49792,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9H944,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,P18084,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P07288,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9NPP4,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,P05155,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P09651,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q92628,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P35368,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9GZQ8,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P02768,Q8N5Q1,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9HCM1,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
P02768,Q12791,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P00734,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P13645,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P13646,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P13647,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q96HM7,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
P02768,Q9H5V8,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P00738,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P01857,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9Y2E8,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O15320,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9Y5L4,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q07343,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9BTX7,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9UPW0,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P02768,P07477,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P43146,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q08174,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9BXS5,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P50502,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q92736,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9Y2W1,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q15714,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O43561,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q86T82,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O60281,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P60520,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P02768,Q8NHC8,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9Y4G6,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P02652,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q5T442,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q7Z333,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O75147,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9BXH1,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P02751,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P81605,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P08709,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9C0F1,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q8IWB4,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q14114,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P02511,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q6DJT9,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q92833,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q96PG8,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,O75419,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P82279,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O60925,2.80E-01,MI:0018 (two hybrid)
P02768,P98164,4.74E-01,SPIKE
P02768,P08603,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q09019,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9UNY5,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P35555,4.92E-01,MI:0096 (pull down)
P02768,P01876,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
P02768,P01859,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q6P1J9,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q13129,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P49748,2.01E-01,MI:0401 (biochemical)
P02768,Q96NG5,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q15051,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P10720,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q16531,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P12829,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9Y383,7.50E-01,MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P02768,Q8TCJ0,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q9H974,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q96RL1,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O75791,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P00751,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q8IY92,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P02768,P01034,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P00441,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P17301,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P02649,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q92616,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9H7N4,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P55001,4.92E-01,MI:0096 (pull down)
P02768,P02647,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q5TC82,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,P31327,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,Q504Q3,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,A5YKK6,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P49619,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O75364,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P02768,Q9UPM8,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O95166,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P02768,Q9NY12,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P17676,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P02768,P02538,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q13009,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P00746,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,O60260,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,P02533,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9Y259,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,Q9UJS0,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P55036,3.11E-01,MI:0004 (affinity chromatography technology)
P02768,P04264,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P0C0L4,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P04183,2.80E-01,MI:0018 (two hybrid)
P02768,P35030,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P02655,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P02768,P02654,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
